MSSubClass,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Log_SalePrice,Log_LotArea,Log_GrLivArea,Log_LotFrontage
20,RL,Pave,None,Reg,HLS,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,4,5,1963,1963,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,PConc,TA,TA,Gd,ALQ,633,Unf,0,431,1064,GasA,Gd,Y,SBrkr,0,0,1,0,1,0,3,1,TA,Typ,0,None,Attchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,1,2007,WD,Normal,11.792456911128632,10.138045708665592,6.947937068614969,4.553876891600541
60,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Stone,216.0,Gd,TA,PConc,Ex,TA,No,GLQ,1170,Unf,0,292,1462,GasA,Ex,Y,SBrkr,762,0,1,0,2,1,4,1,Ex,Typ,1,Gd,Attchd,Fin,3,TA,TA,Y,184,0,0,0,0,0,None,None,None,0,6,2009,WD,Normal,12.765691290604371,9.086476384753796,7.707512194600341,4.31748811353631
85,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,1961,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,899,Unf,0,210,1109,GasA,TA,Y,SBrkr,0,0,1,0,1,0,3,1,Gd,Min2,0,None,Detchd,Unf,2,TA,TA,Y,192,0,0,0,0,0,None,MnPrv,Shed,400,6,2010,WD,Normal,11.904974309480183,9.37441309371334,7.052721049232323,4.48863636973214
20,RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8,1978,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,90.0,Gd,Gd,CBlock,TA,TA,No,ALQ,646,Unf,0,218,864,GasA,Ex,Y,SBrkr,0,0,1,0,1,0,3,1,TA,Typ,0,None,Attchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,GdWo,None,0,7,2009,WD,Normal,11.824087219587643,8.853808274977197,6.762729506931879,4.2626798770413155
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,Gd,No,ALQ,980,Unf,0,110,1090,GasA,Gd,Y,SBrkr,0,0,1,0,1,1,2,1,TA,Typ,0,None,Attchd,Fin,2,TA,TA,Y,0,49,0,0,0,0,None,None,None,0,6,2007,WD,Normal,11.964007453736912,8.857230494201946,6.994849985833071,4.110873864173311
50,RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1.5Fin,7,5,1990,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,117.0,Gd,Gd,CBlock,Gd,TA,Mn,LwQ,902,Unf,0,254,1156,GasA,Ex,Y,SBrkr,530,0,0,0,2,1,3,1,Gd,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,168,36,0,0,0,0,None,None,None,0,4,2007,WD,Normal,12.141539457711714,9.529448434427817,7.4489161025442,3.8066624897703196
60,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,808,808,GasA,Gd,Y,SBrkr,785,0,0,0,2,1,3,1,TA,Typ,1,TA,BuiltIn,RFn,2,TA,TA,Y,342,40,0,0,0,0,None,MnPrv,None,0,12,2009,WD,Normal,12.08954444723597,9.173365135851288,7.374001859350161,4.189654742026425
75,RL,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,4,5,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,TA,Fa,No,Unf,0,Unf,0,795,795,GasA,TA,N,SBrkr,795,481,1,0,1,0,5,1,TA,Typ,0,None,Detchd,Unf,1,TA,Gd,Y,0,188,0,0,0,0,None,None,None,0,3,2006,WD,Normal,11.682676678340282,8.733110697638708,7.7102051944325325,4.110873864173311
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,60.0,TA,TA,CBlock,TA,TA,No,BLQ,432,Unf,0,460,892,GasA,TA,Y,SBrkr,0,0,0,0,1,0,3,1,TA,Typ,0,None,Attchd,RFn,1,TA,TA,Y,0,0,0,0,0,0,None,GdWo,None,0,7,2009,WD,Normal,11.51293546492023,8.875007486048396,6.794586580876499,4.189654742026425
120,FV,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,60.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1238,Unf,0,460,1698,GasA,Ex,Y,SBrkr,0,0,1,0,2,0,2,1,Gd,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,97,65,0,0,0,0,None,None,None,0,1,2008,CWD,Abnorml,12.70351207261035,8.540909718033554,7.444248649496705,3.9318256327243257
90,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1959,2005,Gable,CompShg,MetalSd,MetalSd,BrkFace,122.0,TA,TA,CBlock,TA,TA,No,LwQ,528,Unf,0,1098,1626,GasA,Ex,Y,SBrkr,0,0,0,0,2,0,4,2,TA,Typ,0,None,Attchd,Fin,2,TA,TA,Y,272,54,0,0,0,0,None,None,None,0,6,2006,WD,Family,11.884495917930655,9.035272443893536,7.44600149832412,4.2626798770413155
50,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0,Unf,0,816,816,GasA,TA,Y,SBrkr,521,0,0,0,1,1,3,1,TA,Typ,0,None,Attchd,Unf,1,TA,TA,Y,121,0,0,0,265,0,None,None,None,0,4,2008,WD,Normal,11.816734299348461,9.709113657218,7.2399325913204695,4.0943445622221
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,8,6,1970,1970,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,PConc,TA,Gd,Gd,ALQ,351,Rec,823,1043,2217,GasA,Ex,Y,SBrkr,0,0,1,0,2,0,4,1,Gd,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,81,207,0,0,224,0,None,None,None,0,10,2007,WD,Normal,12.498745990829315,9.671933733861948,7.704361167910313,4.564348191467836
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,4,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,90.0,TA,TA,CBlock,TA,TA,No,BLQ,1024,Unf,0,481,1505,GasA,Ex,Y,SBrkr,0,0,1,0,1,0,2,1,TA,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,0,0,0,162,0,0,None,None,None,0,2,2009,WD,Normal,11.915058360753719,9.405989388981,7.317212408359839,4.859812404361672
50,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,7,1949,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Unf,0,Unf,0,672,672,GasA,Ex,Y,SBrkr,252,0,0,0,1,0,3,1,TA,Typ,1,Po,Detchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,Shed,2000,7,2007,WD,Normal,11.719134432217524,8.99528899055931,6.829793737512425,4.110873864173311
60,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,92.0,TA,TA,CBlock,TA,TA,No,LwQ,226,Rec,500,192,918,GasA,Gd,Y,SBrkr,765,0,0,0,2,1,3,1,TA,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,243,0,0,0,0,0,None,None,None,0,7,2009,WD,Normal,12.058158312538197,9.32232887392423,7.428927194802272,4.2626798770413155
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,8,1963,2003,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,663,Unf,0,396,1059,GasA,TA,Y,SBrkr,0,0,0,1,1,0,3,1,TA,Typ,0,None,Attchd,RFn,1,TA,TA,Y,192,0,0,0,0,0,None,MnPrv,None,0,2,2006,WD,Normal,11.947955847790901,9.037771106624906,6.974478911025045,4.2626798770413155
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosN,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,PConc,Gd,TA,Mn,BLQ,1064,Unf,0,319,1383,GasA,TA,Y,SBrkr,0,0,1,0,1,0,3,1,TA,Typ,1,Gd,Attchd,Unf,1,TA,TA,Y,511,116,0,0,0,0,None,GdPrv,None,0,6,2008,WD,Normal,12.013706813470414,9.494390858193913,7.232733136177615,4.276666119016055
90,RL,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,Slab,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,0,0,0,0,2,0,4,2,TA,Typ,0,None,Attchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2009,WD,Alloca,11.685693195625964,8.856376036730422,7.336936913707618,4.174387269895637
60,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,415.0,TA,TA,CBlock,TA,TA,No,BLQ,400,Unf,0,380,780,GasA,TA,Y,SBrkr,813,0,1,0,1,1,4,1,TA,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,0,50,0,0,0,0,None,None,None,0,10,2008,WD,Normal,11.849404844423074,8.86177531100083,7.493873886783559,4.276666119016055
30,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,285,Unf,0,666,951,GasA,Ex,N,SBrkr,0,0,0,0,1,0,2,1,TA,Typ,0,None,Detchd,Unf,1,TA,TA,Y,0,28,0,0,0,0,None,None,None,0,4,2006,WD,Abnorml,11.575909653758895,9.078635880978755,6.858565034791365,3.9318256327243257
90,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,Slab,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,1120,0,0,0,2,0,6,2,TA,Typ,0,None,Detchd,Unf,2,TA,TA,Y,154,0,0,0,0,0,None,None,None,0,6,2009,WD,Alloca,11.870278179170796,8.856376036730422,7.714677473800927,4.174387269895637
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,Stone,760.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,2188,Unf,0,142,2330,GasA,Ex,Y,SBrkr,0,0,1,0,2,1,2,1,Ex,Typ,2,Gd,Attchd,Fin,3,TA,TA,Y,0,67,0,0,0,0,None,None,None,0,3,2010,New,Partial,13.323928581764989,9.466531777336593,7.768533300926033,4.61512051684126
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1961,1994,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,465,Unf,0,447,912,GasA,TA,Y,SBrkr,0,0,0,0,1,0,3,1,TA,Typ,1,TA,Attchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2006,WD,Normal,11.813037464800539,8.852807917623322,7.1204443723924875,4.189654742026425
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,322,Unf,0,536,858,GasA,TA,Y,SBrkr,0,0,0,0,1,0,2,1,TA,Typ,0,None,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2007,WD,Normal,11.608244735642321,8.901230352110781,6.755768921984255,4.30406509320417
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,2000,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,BLQ,860,Unf,0,132,992,GasA,TA,Y,SBrkr,0,0,1,0,1,0,2,1,TA,Typ,0,None,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,5,2009,WD,Normal,11.938199736300925,9.072571442231286,7.175489713624222,4.174387269895637
60,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,783,783,GasA,Ex,Y,SBrkr,702,0,0,0,2,1,3,1,Gd,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,0,75,0,0,0,0,None,None,None,0,7,2006,WD,Normal,12.100717685412471,8.971575439759016,7.31986492980897,4.1588830833596715
20,RL,Pave,None,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,27.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1670,1670,GasA,Ex,Y,SBrkr,0,0,0,0,2,0,3,1,Gd,Typ,1,Gd,Attchd,RFn,3,TA,TA,Y,144,60,0,0,0,0,None,None,None,0,8,2006,New,Partial,12.388398368982115,9.60642831827175,7.421177528595393,3.9318256327243257
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,75.0,TA,TA,CBlock,TA,TA,No,GLQ,599,Unf,0,277,876,GasA,TA,Y,SBrkr,0,0,0,0,1,0,3,1,TA,Typ,0,None,Attchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,8,2007,WD,Normal,11.74006900564972,8.728102205062104,6.805722553416985,4.276666119016055
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,HdBoard,HdBoard,Stone,110.0,TA,TA,CBlock,TA,TA,No,Rec,354,LwQ,290,412,1056,GasA,TA,Y,SBrkr,0,0,1,0,1,0,3,1,TA,Typ,0,None,Attchd,RFn,1,TA,TA,Y,0,0,164,0,0,0,None,MnPrv,None,0,2,2010,WD,Normal,11.759793355371237,9.202409001649903,6.96979066990159,4.394449154672439
20,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,208.0,Gd,TA,PConc,Gd,TA,No,GLQ,63,Unf,0,1560,1623,GasA,Ex,Y,SBrkr,0,0,1,0,2,0,3,1,Gd,Typ,1,Gd,Attchd,RFn,3,TA,TA,Y,0,60,0,0,0,0,None,None,None,0,6,2007,WD,Normal,12.449022745701502,9.510593101601815,7.400620577371135,4.762173934797756
50,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,7,1936,1987,Gable,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,CBlock,Gd,TA,No,Rec,223,Unf,0,794,1017,GasA,Gd,Y,SBrkr,1037,0,0,0,1,1,3,1,Gd,Typ,1,Gd,Attchd,Fin,1,Fa,TA,Y,0,0,0,0,322,0,None,None,None,0,6,2006,WD,Normal,12.429220196836383,9.350189267092581,7.629489916393995,4.465908118654584
20,RL,Pave,None,IR1,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,301,ALQ,324,239,864,GasA,TA,Y,SBrkr,0,0,1,0,1,0,2,1,TA,Typ,0,None,Attchd,Unf,2,TA,TA,Y,164,0,0,0,0,0,None,MnPrv,None,0,6,2006,WD,Normal,11.782960235741939,9.092232283495854,6.805722553416985,4.303699729651193
60,RL,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,742,742,GasA,Ex,Y,SBrkr,742,0,0,0,2,1,3,1,Gd,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,36,24,0,0,0,0,None,None,None,0,6,2009,WD,Normal,12.066816325306588,9.440658127038393,7.3031700512368,5.0106352940962555
90,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkFace,361.0,TA,TA,CBlock,TA,TA,No,Rec,443,Unf,0,662,1105,GasA,TA,Y,FuseA,1169,0,0,0,2,0,5,2,TA,Typ,0,None,Detchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,1,2010,WD,Normal,11.946660519211651,9.358846580275406,7.729735331385051,4.394449154672439
20,RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,1989,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,Gd,Gd,Av,ALQ,196,Unf,0,1072,1268,GasA,TA,Y,SBrkr,0,0,0,0,1,1,3,1,Gd,Typ,0,None,Detchd,Unf,1,TA,TA,Y,173,0,0,0,0,0,None,None,None,0,10,2009,WD,Normal,11.874097282798648,9.13637085177601,7.1459844677143876,4.2626798770413155
30,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,489,Unf,0,279,768,GasA,TA,N,SBrkr,0,0,0,0,1,0,3,1,TA,Min1,0,None,Detchd,Unf,1,TA,TA,Y,0,0,112,0,120,0,None,MnPrv,Shed,620,7,2006,WD,Abnorml,11.385103457032141,8.71948076085107,6.923628628138427,3.9512437185814275
90,RH,Pave,None,Reg,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,5,6,1949,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,284,Unf,0,717,1001,GasA,TA,N,FuseA,1001,0,0,0,2,0,4,2,TA,Typ,0,None,2Types,Unf,3,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,8,2007,WD,Normal,11.884495917930655,8.74369111054302,7.602401335665818,4.418840607796598
160,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,GLQ,294,Unf,0,318,612,GasA,Ex,Y,SBrkr,612,0,0,0,2,1,2,1,Gd,Typ,0,None,Detchd,RFn,2,TA,TA,Y,0,234,0,0,0,0,None,None,None,0,6,2009,New,Partial,12.065280672855897,8.006700845440367,7.110696122978827,3.4339872044851463
160,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,5,1970,1970,Gable,CompShg,CemntBd,CmentBd,BrkFace,80.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,546,546,GasA,Fa,Y,SBrkr,546,0,0,0,1,1,3,1,TA,Typ,0,None,Attchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,1,2007,WD,Normal,11.225256725762893,7.601901959875166,6.996681488176539,3.091042453358316
20,C (all),Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,2,3,1949,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,50,Unf,0,430,480,GasA,TA,N,FuseA,0,0,1,0,0,0,1,1,TA,Typ,0,None,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,10,2006,WD,Abnorml,10.471978128496518,9.105090961257085,6.175867270105761,3.9318256327243257
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1059,Unf,0,75,1134,GasA,Ex,Y,FuseA,0,0,0,0,1,0,3,1,TA,Typ,0,None,Attchd,RFn,1,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,4,2009,WD,Normal,11.813037464800539,9.749228533507058,7.114769448366463,4.182021005961031
60,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Ex,TA,Mn,BLQ,48,GLQ,634,422,1104,GasA,Ex,Y,SBrkr,1215,0,1,0,2,1,4,1,Gd,Typ,1,TA,Attchd,RFn,3,TA,TA,Y,72,192,224,0,0,0,None,GdPrv,None,0,11,2007,WD,Normal,12.380030154325457,9.482350275033667,7.662937850461535,4.6443908991413725
20,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1958,2002,Hip,CompShg,MetalSd,MetalSd,None,0.0,Ex,TA,CBlock,Gd,TA,No,ALQ,528,BLQ,411,245,1184,GasA,Ex,Y,SBrkr,0,0,1,0,1,0,3,1,TA,Min1,1,TA,Attchd,Unf,2,TA,TA,Y,0,51,0,0,190,0,None,None,None,0,5,2008,WD,Normal,12.081081821061819,9.308374112247549,7.254884810077338,4.477336814478207
60,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,105.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,814,Unf,0,114,928,GasA,Ex,Y,SBrkr,785,0,0,1,2,1,3,1,Gd,Typ,0,None,Attchd,RFn,2,TA,TA,Y,300,87,0,0,0,0,None,None,None,0,7,2007,WD,Normal,12.211065162153215,9.043458999670106,7.451241684987676,4.2626798770413155
90,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,Duplex,1.5Fin,5,7,1900,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1084,Unf,0,188,1272,GasA,Gd,Y,SBrkr,928,0,2,0,2,2,4,2,TA,Typ,0,None,None,None,0,None,None,N,0,70,0,0,0,0,None,GdPrv,None,0,9,2008,WD,Normal,11.890683588496984,9.080003870248179,7.696667081526462,4.219507705176107
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,28,Unf,0,1288,1316,GasA,Ex,Y,SBrkr,0,0,0,0,2,0,3,1,Gd,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,100,0,0,23,0,0,None,None,None,0,10,2006,New,Partial,12.043500773454495,9.233861567017529,7.183111701743281,4.189654742026425
120,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1993,1994,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,TA,PConc,Gd,TA,No,LwQ,165,GLQ,841,598,1604,GasA,Ex,Y,SBrkr,0,0,1,0,2,0,2,1,Gd,Typ,1,Fa,Attchd,RFn,2,TA,TA,Y,0,69,0,0,0,0,None,None,None,0,7,2008,WD,Normal,12.170450649220749,8.98882050177807,7.388946097618437,3.9318256327243257
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,157.0,TA,Gd,CBlock,Gd,TA,No,BLQ,625,LwQ,1061,0,1686,GasA,TA,Y,SBrkr,0,0,1,0,2,0,3,1,TA,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,384,131,0,0,0,0,None,None,None,0,5,2006,WD,Normal,12.242891437918386,9.234154550075438,7.430707082545968,4.382026634673881
20,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,ALQ,767,LwQ,93,266,1126,GasA,TA,Y,SBrkr,0,0,0,1,2,0,3,1,Ex,Typ,0,None,Attchd,RFn,2,TA,TA,Y,180,0,0,0,0,0,None,None,None,0,3,2008,WD,Abnorml,12.07254696717504,9.655795128300506,7.027314514039777,4.394449154672439
60,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,340.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1181,1181,GasA,Ex,Y,SBrkr,1140,0,0,0,2,1,4,1,Ex,Typ,1,Gd,BuiltIn,Fin,3,TA,TA,Y,104,100,0,0,0,0,None,None,None,0,5,2007,WD,Normal,12.560247968016562,9.392661928770137,7.772752716468742,4.543294782270004
